row_id,pheno0,pheno2,pheno3,pheno4,pheno5,pheno6,pheno7,pheno8,pheno9,pheno10,pheno11,pheno12,pheno14,pheno15,pheno16,pheno17,pheno18,pheno19,pheno20,pheno21,pheno22,pheno23,pheno24,pheno25,pheno26,pheno28,pheno29,pheno31,pheno32,pheno33,pheno34,pheno35,pheno36,pheno38,pheno39,pheno40,pheno41,pheno42,pheno43,pheno44,pheno45,pheno46,pheno48,pheno49,pheno50,pheno51,pheno52,pheno53,pheno54,pheno55,pheno56,pheno57,pheno59,pheno60,pheno61,pheno62,pheno63,pheno64,pheno65,pheno66,pheno67,pheno68,pheno69,pheno71,pheno72,pheno73,pheno74,pheno75,pheno76,pheno77,pheno78,pheno79,pheno80,pheno81,pheno82,pheno83,pheno84,pheno85,pheno86,pheno87,pheno88,pheno89,pheno90,pheno91,pheno92,pheno93,pheno94,pheno95,pheno96,pheno97,pheno98,pheno99
site-1_prs_pheno10,0.06812,-0.01075,0.07047,0.1334,0.0313,-0.02252,0.10811,0.07704,-0.01229,1.32297,0.0557,0.01673,0.2039,0.06847,0.04498,0.14285,0.12064,-0.16705,0.0331,0.07686,-0.12759,0.09765,0.00378,0.02886,0.07652,0.01002,0.07385,-0.10305,-0.09311,0.06556,0.01674,0.08389,0.02988,0.03098,-0.12594,-0.17481,-0.26741,0.10209,-0.1436,0.07782,0.13892,0.11478,0.04137,0.15011,-0.00422,-0.02422,-0.02326,-0.00146,-0.11798,-0.07757,-0.02454,-0.0417,0.06436,-0.0328,0.07843,0.13996,0.10666,0.07879,-0.04929,-0.039,-0.02905,0.19209,-0.03833,0.06315,0.02983,-0.13296,-0.08853,0.00231,0.05628,0.09427,-0.08058,-0.01282,-0.13576,-0.05067,0.09746,0.09741,0.11103,-0.05597,0.00551,-0.09921,0.06034,0.34274,0.19273,-0.23627,-0.0072,-0.1219,-0.11058,-0.07078,0.05205,0.03251,0.08113,-0.03619
site-1_prs_pheno11,-0.12996,0.0988,-0.04622,0.10707,0.00986,-0.03351,0.13519,0.00484,-0.04749,0.02969,1.00693,0.04984,-0.01255,0.05556,0.08686,0.12962,-0.07547,-0.00901,-0.13769,0.09981,-0.14974,0.22528,0.14718,-0.04041,0.06792,-0.06316,0.09017,-0.00174,0.03366,-0.07335,-0.21525,-0.06591,-0.09877,-0.05414,-0.00422,-0.23538,0.03165,-0.04586,-0.12039,0.08698,-0.04145,0.07069,0.10355,-0.0602,-0.08318,0.21302,0.01994,-0.06079,-0.01186,-0.00249,0.1418,0.04455,-0.19141,-0.00128,-0.15937,0.06507,-0.14055,0.0734,-0.11343,-0.00344,0.00153,0.07036,0.05605,-0.093,-0.16056,-0.09277,-0.12103,-0.00453,0.0633,-0.04962,0.00949,-0.24124,0.0914,-0.00244,0.08175,-0.15148,-0.07513,0.01515,0.00195,0.05206,0.10256,-0.11309,-0.11999,0.02011,0.19129,0.03315,-0.19537,-0.10293,-0.07853,-0.07526,0.06862,0.1252
site-1_prs_pheno12,-0.0218,-0.05334,0.11084,-0.13961,0.00153,0.04355,-0.03397,-0.09968,-0.14467,0.00919,-0.12566,1.2282,-0.05182,-0.01043,-0.029,-0.01866,0.03552,0.0175,0.08287,-0.12827,0.01027,-0.10293,-0.00099,-0.08517,-0.015,0.16021,-0.05247,0.06747,0.03787,0.16319,-0.14858,-0.07527,-0.07116,-0.01497,0.04698,-0.43982,0.05043,0.10512,0.02616,0.09674,-0.05111,0.03367,0.13379,0.04681,0.06091,-0.09928,-0.05578,0.02678,-0.06502,-0.12006,-0.01901,-0.12938,0.06687,0.2174,0.12377,0.22467,0.04322,-0.133,-0.03827,0.20617,-0.10566,0.01153,0.03859,0.08109,0.0389,-0.17773,0.09641,-0.01197,0.04134,-0.02877,-0.0527,0.0764,-0.00105,0.11137,0.10821,0.30404,0.00019,0.16269,-0.06681,-0.09244,0.1258,0.16473,-0.02825,-0.33196,-0.02691,-0.0762,0.12346,0.05541,0.06653,-0.01423,0.10751,-0.00403
site-1_prs_pheno13,0.18289,-0.15132,0.06165,-0.042,0.08009,-0.08383,-0.02223,-0.02433,0.04825,0.37743,-0.06816,0.02868,0.1614,-0.06939,0.02996,0.07705,0.18186,-0.04655,0.29793,-0.02983,0.12743,-0.24617,0.14117,-0.09014,-0.06973,0.1101,0.05323,0.15503,-0.15342,0.03126,0.19839,0.16415,0.13518,-0.21976,-0.09005,-0.09523,-0.11884,-0.00777,0.19097,-0.08737,0.03794,0.09985,-0.09629,-0.0086,0.0941,-0.09732,-0.14428,-0.11712,0.02975,0.06958,0.21514,-0.00867,0.02515,0.0357,-0.10926,0.052,-0.09393,0.02103,-0.0327,-0.13726,-0.12773,0.05994,0.07676,0.01948,0.13191,-0.09211,-0.01201,-0.09601,-0.08302,0.11829,-0.20132,0.14493,-0.24628,-0.01854,0.00346,0.16633,0.02732,0.02316,0.00156,-0.08491,0.00583,0.07843,0.0669,-0.00385,-0.08775,-0.23139,-0.01878,-0.13218,4e-05,-0.03377,-0.00466,-0.19059
site-1_prs_pheno14,0.2163,-0.01497,0.0654,0.14866,0.15201,-0.09559,0.05963,0.03351,-0.09014,0.19301,-0.27948,-0.09543,0.76122,0.01584,0.00956,-0.11963,0.09914,0.13855,0.02552,0.00848,0.11268,-0.06705,-0.11306,0.03527,0.0943,-0.09001,0.20518,0.12121,0.00892,0.24508,0.04764,0.07917,-0.02618,-0.17721,0.00216,-0.04733,-0.05278,-0.0118,0.09161,0.12366,-0.00186,0.08169,0.1739,0.00611,-0.0964,-0.01697,-0.15182,-0.05412,-0.01987,0.0764,0.01897,-0.01659,-0.02177,0.10882,-0.04144,-0.04132,-0.05281,-0.02833,0.05651,-0.01218,-0.06659,0.00659,0.08084,0.01769,-0.05122,0.00176,0.11589,0.07235,-0.05591,0.04007,0.02568,-0.04713,-0.03216,-0.08053,-0.03954,-0.04627,0.16298,0.08551,-0.13337,-0.01752,-0.01838,-0.01067,0.11215,0.01503,0.15018,0.24445,0.02423,-0.02461,0.02655,0.00445,-0.00974,-0.0151
site-1_prs_pheno15,-0.02218,-0.41559,0.03725,0.09112,0.01573,0.07154,-0.03543,0.12794,-0.00665,0.14784,-0.03281,0.19027,-0.04361,0.73031,-0.01216,0.08002,0.01238,-0.10519,-0.05869,-0.01932,-0.03385,-0.03902,-0.01648,0.00412,-0.01048,0.12536,-0.1839,0.30258,-0.1642,-0.09212,0.07991,-0.08809,-0.05528,0.10984,0.06511,0.24465,-0.1398,0.09236,0.13346,-0.04204,0.01542,0.06613,-0.01689,-0.0356,0.19847,0.01853,-0.23638,0.10205,-0.19198,0.04721,0.05978,-0.08086,0.00482,-0.07276,-0.04387,0.20019,0.17798,0.06719,-0.10791,0.03302,-0.03273,0.07319,0.16428,-0.00212,-0.15621,-0.15455,0.13945,0.02419,0.0423,-0.04029,0.06757,0.01206,0.14039,0.03466,-0.06387,-0.12037,0.00443,-0.09187,-0.16299,-0.02821,-0.05926,-0.03301,-0.06062,0.06078,-0.01095,-0.30459,0.18513,-0.00989,-0.06187,-0.01001,-0.03675,0.07495
site-1_prs_pheno16,0.21723,0.0151,-0.01944,-0.00604,0.10652,-0.04581,0.09246,0.00524,-0.19221,0.30067,0.19387,0.14358,0.07197,0.00054,0.79148,0.16308,0.06347,-0.16852,0.12138,-0.25173,-0.0682,0.17001,0.10548,0.0582,0.14843,-0.05308,-0.06794,0.04989,-0.22612,0.17695,-0.02834,0.09271,-0.08521,0.0503,0.03554,-0.04385,-0.17015,0.06167,0.00138,0.08216,-0.003,-0.0855,0.15219,-0.27864,0.05451,-0.10686,-0.09359,0.02758,-0.05739,0.05971,-0.09913,-0.04129,-0.13561,-0.06552,0.01269,0.0205,0.03094,0.06727,0.13872,0.17714,-0.11116,0.14279,0.19467,0.19014,0.0025,-0.0843,-0.14161,0.02739,-0.03551,0.06746,-0.22983,0.04981,0.04409,0.03467,-0.0964,-0.33388,-0.13393,0.07643,0.02313,0.13529,0.03991,-0.01876,-0.07035,-0.07175,0.03582,0.12621,0.03536,-0.02734,0.00115,-0.03113,-0.07604,0.1035
site-1_prs_pheno17,-0.16106,-0.02257,0.05056,-0.01144,0.04892,-0.0702,0.0281,0.02074,-0.03886,0.34212,0.22198,0.1389,0.04054,-0.02233,0.17818,0.99583,0.09034,0.05177,0.09002,-0.09667,-0.04088,0.02678,0.10102,0.06297,0.04337,0.12351,0.12126,0.01545,-0.17394,-0.03855,-0.01114,0.04601,-0.0924,-0.17467,0.11174,-0.11484,-0.08874,0.13577,-0.18244,-0.08532,-0.04541,-0.00225,0.06333,-0.10529,0.2542,0.1134,-0.02473,0.00123,0.09503,-0.02309,-0.06716,-0.03623,-0.05593,0.14841,-0.1636,0.10098,-0.08448,0.05357,-0.08026,-0.0509,0.03451,0.17526,0.02127,0.21509,0.02145,-0.13574,0.11298,-0.01552,-0.06268,0.09162,0.01216,0.03749,-0.07988,-0.02084,0.02141,-0.01022,-0.19083,0.0853,-0.03628,0.09098,-0.02434,0.03249,-0.23798,-0.23211,0.00422,-0.04601,0.06838,-0.1085,0.01626,-0.01181,-0.00622,-0.11038
site-1_prs_pheno18,0.167,-0.21862,0.04217,0.14929,0.18859,-0.11277,0.04047,-0.03738,0.01787,0.21886,-0.12532,0.03044,0.18704,-0.02794,0.03177,-0.08621,0.67398,0.05464,0.11355,0.14564,-0.00478,-0.20857,-0.0136,-0.002,-0.08098,-0.03025,-0.02215,0.10282,-0.04519,0.11882,0.25255,0.03845,0.0256,-0.04856,0.08921,0.03266,-0.11989,0.10064,0.2345,-0.07248,-0.00665,-0.03687,-0.03404,0.0696,0.01726,-0.16732,-0.15636,-0.04564,0.10074,0.02351,-0.05075,0.13918,0.08493,-0.16714,0.06202,-0.12203,0.02152,0.04455,0.05662,0.01216,-0.38855,0.07774,0.03653,-0.12744,0.06798,-0.24713,-0.16172,-0.02711,-0.12508,0.1226,0.01726,-0.04181,-0.18151,0.02858,0.09076,0.22312,0.16944,0.0912,-0.05472,0.02114,0.00166,0.07033,0.03762,0.03458,-0.09305,-0.07659,0.05967,-0.08825,-0.00504,0.04586,-0.14928,-0.01636
site-1_prs_pheno19,-0.0777,0.19402,0.14192,-0.24497,-0.07015,0.06872,-0.13802,0.00497,0.0431,-0.13571,-0.14917,-0.05058,-0.10653,-0.18609,-0.09757,-0.09656,-0.03207,0.98128,-0.02101,0.07293,-0.0929,-0.20592,-0.07884,0.12226,-0.13484,0.01019,0.02137,-0.13388,0.12715,0.03922,-0.03663,-0.13837,0.02491,0.07939,0.32007,-0.11718,0.11847,-0.19804,-0.10993,-0.10526,0.01551,-0.02256,-0.13248,-0.05102,0.0619,0.04184,-0.0542,-0.20582,0.10989,0.06403,-0.15722,0.09896,0.10645,0.02566,-0.05004,0.0097,0.14975,-0.21517,0.01552,-0.07639,0.08785,-0.16969,-0.04365,0.10186,-0.15115,0.05841,0.06878,-0.00316,-0.05536,-0.02963,0.303,0.05761,0.0506,-0.05657,0.03316,0.25788,0.09119,-0.08491,-0.03138,0.08252,0.07679,0.01101,0.04655,0.0792,0.02625,0.03124,0.11346,-0.01219,-0.05035,0.08645,0.05483,0.07687
site-1_prs_pheno20,0.20687,-0.12577,0.00793,0.21566,0.21602,0.03279,0.0789,0.061,-0.1526,0.29466,0.01631,-0.08696,0.28217,-0.04923,-0.01293,-0.05779,-0.02228,0.02868,1.463,0.07536,-0.12094,0.07121,-0.26347,0.05134,0.1189,-0.05992,0.04445,-0.06517,-0.17033,0.00977,0.27022,0.14492,-0.10409,-0.11084,-0.06128,-0.15802,-0.21346,-0.15305,-0.00066,0.02383,0.00797,-0.03353,0.12519,0.00486,-0.13486,-0.01131,0.12648,-0.06397,-0.00172,0.02735,0.02161,0.0396,0.06487,0.04588,0.06844,0.01977,-0.16252,0.0664,-0.0611,-0.05085,-0.01026,-0.03177,0.07755,-0.03325,-0.00026,0.22931,-0.20025,0.04401,0.03173,0.04249,-0.11213,-0.05044,-0.27076,-0.07675,-0.10265,-0.00576,0.23594,-0.04256,0.01069,0.05033,0.06335,0.06068,0.19915,-0.17126,0.00099,-0.06389,-0.00294,-0.09794,-0.03444,0.13438,-0.00322,0.06841
site-1_prs_pheno21,-0.0456,-0.14477,0.04745,0.03671,-0.04988,-0.00202,-0.05711,0.05365,-0.01631,0.24163,-0.15094,-0.09298,0.09912,0.01902,-0.00681,-0.15412,-0.02399,0.04396,0.17959,1.32566,-0.05846,-0.04619,-0.10958,0.18502,-0.10123,0.05435,-0.12739,0.03826,0.04888,0.09631,0.09898,0.05777,0.02856,-0.06106,0.17079,-0.04833,-0.00434,-0.06755,-0.12516,0.15302,0.05331,0.00612,0.02441,0.09405,-0.15928,0.00161,-0.06243,-0.06887,0.01671,-0.021,-0.08482,-0.04458,0.05347,-0.08523,0.04709,-0.02408,0.08687,-0.16108,-0.07754,-0.03991,-0.13124,0.01553,-0.10287,-0.16819,-0.05764,0.09101,-0.00022,0.02001,0.17632,0.11092,0.05234,-0.02275,0.06572,-0.02706,-0.16064,0.07344,0.11885,-0.09571,0.0862,-0.03483,-0.05364,-0.01456,-0.03402,0.04881,0.04939,0.00503,0.02125,0.03428,-0.05463,0.03053,-0.00345,0.11558
site-1_prs_pheno22,-0.00523,-0.15503,-0.08495,-0.10123,-0.02178,0.14347,-0.08143,0.14793,0.03839,-0.05943,-0.05215,-0.01259,0.05737,0.02405,-0.09683,0.0755,-0.06093,-0.01987,0.07001,-0.03431,1.21537,-0.02864,-0.11106,0.07665,0.0114,0.13783,0.03783,-0.23564,-0.08093,0.0941,-0.16802,0.12131,0.04484,-0.23236,-0.15064,0.06242,0.00065,-0.14331,-0.16233,-0.05038,-0.20408,-0.05088,0.19697,-0.08002,-0.03042,-0.17772,0.10424,0.12558,-0.11421,0.03635,-0.09441,0.00087,-0.04838,0.11012,0.05005,-0.05949,0.10012,0.00354,0.09867,-0.03187,-0.05671,0.04504,-0.07479,0.0205,-0.08536,0.06265,0.25226,-0.01335,-0.07716,-0.08141,-0.06076,0.12252,0.35674,0.02093,-0.06092,0.05481,-0.14858,0.06312,0.00473,-0.13065,-0.06616,-0.075,0.00397,-0.1659,0.03875,-0.25553,-0.03711,0.01708,0.03897,0.03925,0.11095,0.01101
site-1_prs_pheno23,0.00905,-0.02193,-0.13761,0.17969,0.02309,0.01641,0.21926,0.04378,-0.03087,0.09107,0.15336,0.02692,0.01885,0.10797,0.16673,0.11364,0.00311,-0.15202,0.03883,-0.34356,-0.00796,1.07397,-0.10669,-0.08509,0.09954,0.0485,-0.04635,-0.10513,0.03906,-0.02687,-0.05302,-0.01254,-0.08639,-0.08172,-0.09003,0.09118,-0.09031,0.10359,-0.0475,0.07212,-0.02562,0.02941,0.20642,-0.10304,0.19728,0.02025,0.01125,0.05142,0.02764,0.00862,0.00632,0.00695,-0.31015,0.00072,0.21254,0.0275,-0.13498,0.07804,0.09326,-0.03008,0.02208,0.04227,-0.01688,-0.03774,0.10252,0.06909,-0.17083,0.08148,0.00035,-0.01088,-0.17653,-0.03026,-0.12784,-0.03084,0.02404,-0.22623,-0.0655,0.01887,0.03969,0.04895,0.09805,-0.00272,-0.13746,-0.04069,0.10624,0.1436,-0.03332,0.03491,0.07438,-0.01255,-0.07483,-0.0441
site-1_prs_pheno24,-0.06446,0.1426,-0.06558,-0.19251,-0.18596,-0.06525,-0.10558,-0.13966,-0.11442,-0.12544,-0.03965,0.17526,-0.23586,-0.05589,0.00243,0.02041,0.07791,-0.01063,-0.2602,-0.02014,0.10194,-0.10919,1.29145,-0.00272,-0.02554,0.10161,0.20792,0.00469,0.06369,-0.00219,-0.19791,-0.0193,0.15474,0.07202,0.0436,-0.00288,0.11242,0.10265,0.07516,-0.01932,0.15431,-0.001,-0.10819,-0.15405,-0.02236,0.19332,0.05149,0.1381,0.12073,-0.05681,-0.00248,-0.01883,0.01063,-0.05201,-0.17576,-0.02358,-0.10915,-0.14328,-0.15639,0.10515,0.03265,-0.00649,0.04099,-0.00384,-0.11098,-0.0499,-0.20007,0.05731,-0.09996,-0.07776,0.03421,0.0698,0.06814,0.18033,0.03734,0.01345,-0.02992,-0.01126,0.03081,-0.12347,-0.15935,-0.13576,-0.1225,0.22872,0.04881,-0.13574,-0.13204,-0.07877,-0.04009,0.04747,0.03841,0.00258
