id,pheno0,pheno1,pheno2,pheno3,pheno4,pheno5,pheno6,pheno7,pheno8,pheno9,pheno10,pheno11,pheno12,pheno13,pheno14,pheno15,pheno16,pheno17,pheno18,pheno19,pheno20,pheno21,pheno22,pheno23,pheno24,pheno25,pheno26,pheno27,pheno28,pheno29,pheno30,pheno31,pheno32,pheno33,pheno34,pheno35,pheno36,pheno37,pheno38,pheno39,pheno40,pheno41,pheno42,pheno43,pheno44,pheno45,pheno46,pheno47,pheno48,pheno49,pheno50,pheno51,pheno52,pheno53,pheno54,pheno55,pheno56,pheno57,pheno58,pheno59,pheno60,pheno61,pheno62,pheno63,pheno64,pheno65,pheno66,pheno67,pheno68,pheno69,pheno70,pheno71,pheno72,pheno73,pheno74,pheno75,pheno76,pheno77,pheno78,pheno79,pheno80,pheno81,pheno82,pheno83,pheno84,pheno85,pheno86,pheno87,pheno88,pheno89,pheno90,pheno91,pheno92,pheno93,pheno94,pheno95,pheno96,pheno97,pheno98,pheno99
id11,-1.0663539,1.2573787,0.5089093,0.42520052,0.7881486,0.50962514,0.29186374,-0.6584726,-0.4951261,-1.1036139,0.5906347,-0.6093733,0.21990307,0.98215324,0.853487,-0.36258706,1.5017145,1.3730007,0.43978587,0.003197624,0.39057875,0.4462443,0.08465193,0.47928497,-0.3301364,-1.105749,-0.9722273,-0.43267176,0.45391393,0.11358609,0.3640475,1.9151568,-0.23926367,0.78098905,2.5147111,0.16479482,0.9072466,-0.033283986,-1.8291204,-0.81072235,0.8315182,-0.51170814,0.4345953,-0.43197653,-0.965575,-0.59129167,0.4398905,-0.99371344,-0.38547236,-0.8319121,-1.4561087,-0.59153205,0.81905156,-0.07008799,-0.40422314,0.8297688,-0.3384422,-1.238483,-1.8430085,0.22949083,-0.3484,-0.08724172,-0.56049335,-1.2800099,1.5596448,2.8613324,-0.24469906,-0.954041,1.44029,-0.21594128,0.50392824,0.35713962,2.217664,0.54643553,-0.5500948,-0.99441403,-0.4419408,-0.43305323,-0.9881595,0.055963162,-0.59005994,-0.52295023,-0.3024038,0.52265036,0.010224428,0.21646844,-0.303463,-2.3842497,-1.2219416,-0.9916103,0.28567356,-0.73375034,-0.34400848,2.1178336,-1.6540576,0.67369705,0.9226376,0.31891444,0.13766354,0.8900991
id12,-0.12163748,0.65183985,1.9064475,0.22487976,1.226,-0.41668448,-0.47661453,1.122751,0.3102939,-0.91460824,-1.3604397,1.43892,0.07333701,-1.3331876,0.18765862,0.7680532,-0.5534436,-1.0579933,-1.0343789,0.42087066,-1.1565586,0.06038197,-0.7082104,-1.5349073,0.79801834,-0.69417727,-0.4111772,1.6720617,-0.45512518,0.62542874,-0.80882865,0.43316567,1.1172912,1.8605117,0.13644564,-1.8078353,-1.1037501,-0.11284677,2.1281927,-0.25610662,-0.27844945,-0.3581267,0.57036203,0.45261002,-0.56052023,0.25962573,0.19495687,1.2982436,0.8807918,-1.1010418,0.64233685,-0.12536617,0.48828024,0.3113945,-0.43045884,-0.2508404,0.7442597,-1.6345137,-1.2875063,1.3378546,0.6137624,-1.343576,0.9605541,-0.11149302,-0.70914555,-0.72237325,1.0213779,1.4130615,-1.4438529,0.9335786,0.4312463,1.1262287,-1.5342069,-1.0877889,0.5673172,0.07956095,0.64801544,-0.14634979,0.9296282,-0.1562101,0.15553173,0.123854406,1.028138,-0.45159507,0.07151673,0.34642035,1.1941009,-1.5879687,-0.88951176,-1.4430498,-0.058838714,0.57431555,1.4957042,-0.48210827,-0.5772733,1.0950823,-1.8220228,-0.692156,0.26271084,0.7093425
id13,0.4820924,0.23444165,-1.8246075,-0.8107388,-0.27892944,-1.8356544,-1.0241969,-0.07020057,-0.38339806,0.70764184,-0.5368852,0.21938948,-0.9350115,0.012120137,0.5685406,-0.19172706,1.4781823,0.30586886,2.0759122,1.0606415,-0.86502755,-0.34198505,-0.012462389,0.72160435,-0.7737912,1.949864,-0.5723984,0.5224869,0.8300881,-0.39967743,-0.71880394,-1.1010947,0.5971553,0.676747,1.4085438,-1.6496221,-0.69676614,0.73066604,0.93450207,0.80502385,-0.11283602,1.0459654,0.55544436,0.7939988,1.132462,-0.39526626,0.5765602,-1.2740394,-0.29590014,-1.6031713,1.9050171,0.48940748,-1.3084667,-0.69544584,1.3705678,2.2747884,-0.12382182,1.389194,1.5117093,-0.09959192,-0.7304617,1.117058,-1.1404243,-0.50544447,-1.2871405,3.0649154,-0.051538624,-0.1719355,-0.42125806,-1.7219123,-0.6472137,-1.5978929,2.075308,-0.35562414,-2.1885123,-1.5135256,0.51994115,-0.70943576,0.65268254,-1.9658843,-0.46865278,1.9988542,1.5439285,-1.0281558,0.98665315,-0.34998804,-1.2108599,0.8431434,2.1993759,-1.3765955,-1.9037875,1.5015733,0.4302102,0.1397643,-0.52915114,-0.6680074,1.4245245,1.1228545,-0.09799735,-1.5687873
id14,0.7968785,-1.058253,-0.06220445,-2.2171695,-1.510027,0.9000208,0.6338893,-0.24229822,-1.4667411,0.5123106,0.29165232,-1.1802621,0.98827547,0.9468991,-0.15409268,0.39307177,-0.6509797,0.56551653,0.9967583,-1.1207497,0.68540806,-1.8867804,-0.2965265,0.9038539,-0.53951913,1.4775665,0.13064703,-1.170677,-0.46278003,-0.77130544,-0.40262946,-0.62517875,0.13054703,0.3123734,0.8733746,0.525117,-0.9899127,-0.39672753,1.0615458,-0.011718703,0.82098657,-0.42951837,1.7286667,0.6938155,0.9281914,0.7194858,-0.40451032,0.44550538,-0.73131937,0.38454294,0.8257199,-0.2642503,0.20181908,0.90739524,0.2241178,-0.11731006,0.63367,0.5092607,-0.94835943,0.70351404,1.4113338,0.23528935,-1.4200352,-1.236876,1.7867682,0.7533012,0.82500714,-0.19108279,-0.29653764,-1.4290576,2.334671,-0.3398806,1.0975149,1.0430377,-0.20400758,-0.03779226,1.1189884,0.8154978,-1.2863524,0.95759153,-0.9767981,0.2667005,-0.8917326,0.11466213,-0.5785541,-2.0628538,0.94590473,0.48057163,0.7555979,1.5343468,0.44649526,-0.7720725,-1.3974222,-0.7521024,-1.5977441,0.44844875,-1.5510819,-1.055466,-1.2778838,-1.5558615
id15,1.7285305,-2.267933,0.44771308,-0.6393558,-1.3532778,1.567273,-1.1352125,-1.2096217,0.826135,0.8037288,0.10831739,0.10916809,1.5875486,-1.0493854,-1.2204399,2.1075835,0.3119138,-1.3219594,-0.77545494,0.31940004,-0.061046463,0.58144325,-1.7999144,-0.07518738,1.0998081,-0.33782113,-2.2169847,-0.530169,-0.3469862,-2.0562027,-0.5545786,0.07605097,-0.15498298,-0.01394748,-0.86123914,0.03398387,-0.94833964,1.0501297,1.8127258,0.40902966,-0.57420266,-1.8351982,0.5710662,-0.52598965,-0.062842146,-0.16684932,-1.1469864,0.5671163,-0.8242381,1.3636566,1.0035666,0.4324157,-0.27881676,0.6750929,-0.71210676,-2.9275267,-0.5421449,-0.46569356,0.8836884,-1.5666074,0.41136754,1.279827,1.3609606,-0.3030276,-0.1887647,-1.3633958,0.4609404,0.65413773,-0.41119322,1.2882706,-0.28230932,1.5070405,-0.10878919,-0.34210745,-0.12619558,-0.06930903,0.29420432,1.3708192,-0.4221905,-0.13999686,0.17711774,-0.788965,-1.6188437,0.042007543,-1.0558795,0.9179292,0.6553709,0.89684093,-0.4274903,0.99660254,-0.27850252,0.62802285,-0.6870078,-0.54411423,-0.24369693,-1.6729085,0.5085495,0.40228537,0.5201739,-0.48792556
id16,0.6305417,-0.30175012,0.88749313,-0.6129832,-0.8700231,-0.9676456,-2.1174338,-0.9180813,-0.15038079,0.72877747,0.838026,-0.06629434,0.03990996,0.9085476,0.12848578,-0.08133117,-0.5768713,-0.49446833,1.405187,0.7530005,-0.6236866,-0.02828895,-1.8384802,-0.6748672,0.87854946,0.01867419,-0.9284941,-0.919829,0.11509491,0.31748623,-0.7242275,0.90800816,0.88460314,-0.12305109,-0.6274622,-0.34102798,0.13554133,-0.97147435,0.14255214,-0.56638116,-2.1467242,1.9666059,1.370355,1.3368845,1.0942837,0.48343787,-0.4295846,0.19000767,-1.6312357,-0.097134985,1.8634897,0.28723583,-0.6141552,0.068485394,0.3584956,1.7773699,0.78119177,1.812805,0.02176277,0.32456586,-1.1406629,-0.1902209,-1.2085338,0.22654489,0.6520399,-0.0460752,-0.47970185,1.0742371,-1.6852576,-0.16783859,-0.36050573,-2.1912067,0.12197831,-0.9511354,-1.2976457,-1.5036188,0.76176643,-0.5861648,0.81956655,0.8769357,-1.0443095,-0.018383821,1.5095854,0.027148467,-0.59615344,-1.6994117,-1.2700336,-0.23416288,-0.427955,0.59304583,0.54136854,0.8720494,0.1645408,-0.09008827,-0.4209672,0.8454633,0.8474125,-0.22760382,1.928228,-0.59790945
id17,-0.1073206,-0.16494422,-0.879886,-0.21908309,-0.9994146,-0.8647856,-0.169939,-1.8556328,-1.0666105,0.042735763,0.119914964,-0.8986038,-0.33561686,1.9518775,-0.06260558,-0.5260059,1.0184886,0.16085817,0.5112858,-1.5791414,1.4784075,-0.11717197,2.0779839,-0.14865942,0.116632454,0.7321142,-0.35358313,-1.465802,-1.4983448,-0.9855166,1.0702083,-0.47986487,-1.5023524,0.50187993,0.6329428,2.8679793,1.0059941,-0.68866783,-0.8147421,-1.2956873,2.0753808,1.1627327,0.08281348,1.6850128,-1.049359,-0.48101074,-0.06816452,-0.38049722,-1.3976396,0.16590315,-0.6702426,-0.26580286,1.1434305,1.763023,0.3065089,1.1568849,0.9692058,1.2344215,-0.8688732,-0.6889517,-0.2551951,-0.9709608,0.15099327,0.4033881,0.14914313,0.4464293,-0.004192989,-1.5285047,0.905126,-0.8993667,1.2540888,0.46068007,-0.08737139,2.172009,0.30391228,0.09033755,-1.3012872,0.01845831,-0.16954243,0.022204293,-0.14503865,-0.06336858,-1.0343353,-0.46380273,0.37597033,-0.49289894,-1.3749623,-0.80656147,-0.06366029,0.60066915,1.9081519,-0.56244725,-0.86794174,-1.2728825,-1.2636075,1.4904033,0.073229186,-0.10250729,1.0392437,-0.66576296
id18,0.6361495,-0.75722325,0.67957336,-1.4301903,-0.21170227,0.1087416,-0.6733296,-0.6679714,-0.47379804,-0.061578162,0.124444515,-0.82070243,-0.5684468,-0.6563494,-0.7600726,-0.6717359,-1.162267,-0.038816363,0.32037768,-0.7209523,-1.483523,1.0486351,0.14523543,-1.2844099,0.5935808,0.9545049,-0.3681453,0.6539693,-0.008357303,-1.1002578,0.3104089,1.4883804,-0.43683568,0.41972718,-0.47933367,0.54450613,0.9519721,-0.1598111,0.8557294,-1.7169474,-0.29294857,1.0285034,0.5782461,-0.6486811,-0.567412,-0.6830402,0.81794304,0.7453874,-0.8477096,1.2408937,0.4901174,0.07568338,-0.89429724,2.2073398,0.87251973,-0.20613246,-0.5990806,-0.27517503,0.8632763,0.7648188,-0.9219311,0.12768896,-0.9581248,0.44290856,-0.46459243,-0.4447496,-0.599493,0.2409424,-0.27150235,0.36227533,1.2490681,0.35489437,1.4414494,0.16085437,0.034722805,0.3040141,2.5056283,-0.15971972,-0.6542167,0.39468905,-0.538445,0.460313,0.09143921,-1.1671654,-0.9975591,-0.5223258,0.06301208,-0.90945107,-0.30138767,0.8336438,0.24988076,0.37309483,0.23929588,0.097599454,-1.5377171,1.8017954,1.3046858,-0.59840083,-0.80417305,1.4479202
id19,0.39500347,0.6195145,0.26866326,-0.4174896,-0.9766182,1.1910124,0.159244,1.4759339,0.23690197,1.119005,2.0192187,-1.317052,0.007831336,0.10205439,-0.522472,0.95252305,1.4715146,0.6383413,1.7571063,0.8940867,0.23586594,-0.027741928,-0.41013998,-1.1052845,0.7161768,-1.352303,-1.0750587,-0.82519966,-0.36629373,-2.192541,-0.5167217,1.080039,0.15751576,-0.21383265,0.811052,0.6481204,1.098707,0.9011149,-0.74303335,-0.2534641,0.77900183,-0.062367566,0.43426356,1.3329222,0.31019467,-0.33837333,-1.4976599,0.29592884,1.0443076,-0.9820599,-0.31668738,-0.0057735317,-1.0036404,-1.1444323,1.1737362,0.9610172,-1.0524864,-1.3862604,-0.45772588,1.2037393,-0.7697739,-1.0165879,-0.8159748,-1.3449414,0.580317,-0.13036872,2.921011,-1.1463708,0.05325356,0.38023046,-0.040497538,1.061882,0.3907019,0.08692323,-1.1761771,-1.692768,-0.24700527,0.70674574,-0.632137,0.19999714,0.12775056,-1.0957152,-1.223407,0.5281591,0.7163047,0.8348394,0.19511338,-1.1556351,-1.2585807,0.536974,0.28656867,0.21804461,-0.7306641,-1.7833216,-0.3970342,-0.092636704,0.17576335,-0.7308281,-0.31719387,-0.63813764
id20,0.41008416,0.09339593,0.66258866,-0.5879289,-0.40931377,1.5948137,-1.8949163,-0.36042547,2.428038,0.7398664,-1.7875116,0.4662487,-0.46746507,0.11660395,-0.25623676,1.525634,-1.9320865,-0.14127195,-0.9393999,0.5050229,-0.47513923,0.9338944,-0.12275802,-1.0114646,-0.8874996,-0.66600615,-1.7160231,-0.53546834,-1.1040125,-1.6006461,0.2768614,0.42367804,1.6518255,0.2999842,1.0098113,-1.2672668,0.5244366,0.63079363,-0.8214783,0.8030889,0.26791912,0.15641308,-1.3684139,-0.63227403,-0.9008573,-0.7256026,0.49713364,0.9893372,-0.0809061,1.5510181,0.91410923,0.5498361,0.73186845,0.6615078,0.42048147,-1.3287017,-0.038317867,0.21251355,0.90570915,0.5533461,0.3683992,1.080908,1.13166,0.95263493,0.19322748,-0.36220962,0.10034603,1.8822365,-1.4271048,1.1760155,0.39468455,2.621033,-1.1672912,-0.4360441,1.4875455,0.1478851,-0.35524356,0.18608539,0.6106411,-1.5140058,-0.9664936,-2.677689,0.35008097,1.4498773,0.64637125,1.107944,-1.6103154,1.2942588,-0.3909757,-0.3180283,-0.3319275,0.52858603,-0.6720063,-0.6566786,0.6418188,-0.89684755,0.018638639,-1.2329245,0.21179375,0.4024257
